Left_Distance_Reading,Right_Distance_Reading,Left_Motor_Speed,Right_Motor_Speed
0.086115122,0.091622317,0.32869483,0.25350673
0.114846736,0.239200521,0.003194562,0.506331989
0.101241395,0.353344767,0.003194562,0.4318341
0.069684652,0.083109924,0.466418769,0.161385276
0.087707338,0.24067763,0.003194562,0.35772427
0.114935341,0.387728086,0.003194562,0.506819429
0.113462375,0.705394926,0.003194562,0.498755371
0.039514936,0.32996753,0.003194562,0.124500729
0.101175664,0.161453298,0.003194562,0.431474435
0.106343815,0.178288211,0.003194562,0.459774358
0.11375528,0.804939086,0.003194562,0.500359665
0.115617085,0.351242614,0.003194562,0.510553316
0.102324857,0.379552392,0.003194562,0.437768565
0.11764344,0.793983126,0.003194562,0.521646128
0.114321549,0.368398894,0.003194562,0.503459405
0.060622345,0.449350942,0.003194562,0.209414693
0.115871573,0.443811047,0.003194562,0.51194465
0.11273,0.457476514,0.003194562,0.494742272
0.062097977,0.090611042,0.438626083,0.138366744
0.120832536,0.353825343,0.003194562,0.539108789
0.060575712,0.512757532,0.003194562,0.209163875
0.109875558,0.156653432,0.003194562,0.479115793
0.114029532,0.378190268,0.003194562,0.501859844
0.103348361,0.106502492,0.179163792,0.367960513
0.027696119,0.491762539,0.171254057,0.124500729
0.091025454,0.113755362,0.169937898,0.321648967
0.100774168,0.132689479,0.044787753,0.412487932
0.048720032,0.512840085,0.003194562,0.14424442
0.114331987,0.386012163,0.003194562,0.503516194
0.038235167,0.681268816,0.003194562,0.124500729
0.039857362,0.336993379,0.003194562,0.124500729
0.07332854,0.083243188,0.44739196,0.178369962
0.118000745,0.381053087,0.003194562,0.523605353
0.091245966,5.10E-05,0.86978967,0.093825127
0.043599847,0.536718536,0.003194562,0.124500729
0.113323361,0.700087948,0.003194562,0.49799345
0.11695992,0.388730515,0.003194562,0.517907509
0.081835237,0.080494469,0.424685016,0.212325137
0.114832302,0.386112406,0.003194562,0.50625627
0.047984992,0.371948672,0.003194562,0.140217124
0.050968676,0.705506962,0.003194562,0.156558199
0.060224403,0.333499619,0.003194562,0.207237776
0.113121725,0.367204824,0.003194562,0.496890794
0.099247906,0.126409555,0.080745738,0.390690367
0.027342811,0.240002465,0.180658846,0.124500729
0.091563298,0.081189978,0.370147461,0.258068791
0.117200418,0.353648444,0.003194562,0.519223125
0.112018055,0.969290289,0.003194562,0.490842751
0.110591056,0.942230599,0.003194562,0.483029511
0.113475921,0.70451043,0.003194562,0.498826358
0.121304649,0.430752933,0.003194562,0.541697427
0.038188756,0.322853232,0.003194562,0.124500729
0.076218956,0.349299671,0.003194562,0.29482083
0.04666081,0.365969477,0.003194562,0.132967043
0.329470563,0.325783863,0.003194562,1
0.025748819,0.236437945,0.223082624,0.124500729
0.073710938,0.457461773,0.003194562,0.281087323
0.115381916,0.309939586,0.003194562,0.509266095
0.076524519,0.416415249,0.003194562,0.296491378
0.110599495,0.28666554,0.003194562,0.483076836
0.113767494,0.704215598,0.003194562,0.500425919
0.0461525,0.386436721,0.003194562,0.130184375
0.029295663,0.42524547,0.128689719,0.124500729
0.071914865,0.0952517,0.359912086,0.192671361
0.107578726,0.367337498,0.003194562,0.466536998
0.097610166,0.34550813,0.003194562,0.411953168
0.023679382,0.378771087,0.278156866,0.124500729
0.007784315,0.5688287,0.70118071,0.124500729
0.118297426,0.253909695,0.003194562,0.525228576
0.033756977,0.463865526,0.009954254,0.124500729
0.027786944,0.372839065,0.168838969,0.124500729
0.069036663,0.074066834,0.542807125,0.143170159
0.061015181,0.490199929,0.003194562,0.211567948
0.046288849,0.549596802,0.003194562,0.130932099
0.105849495,0.100614695,0.201052927,0.367066084
0.780891543,0.405922174,0.003194562,1
0.036858578,0.316036714,0.003194562,0.124500729
0.103041466,0.155459362,0.003194562,0.441691749
0.054293009,0.425861669,0.003194562,0.174759119
0.110360107,0.335672531,0.003194562,0.481765953
0.049446633,0.605676815,0.003194562,0.14821966
0.063572497,0.094638449,0.397722917,0.151778447
0.100807256,0.364663371,0.003194562,0.429458421
0.033355925,0.356894545,0.020636868,0.124500729
0.050643126,0.567799736,0.003194562,0.154774074
0.055041595,0.546689758,0.003194562,0.178857402
0.123072519,0.37174229,0.003194562,0.551375244
0.12146809,0.246468133,0.003194562,0.542591856
0.033790509,0.462621334,0.009072555,0.124500729
0.121357723,0.354473974,0.003194562,0.541986106
0.102603551,0.365518384,0.003194562,0.439292407
0.027750081,0.265809118,0.169822894,0.124500729
0.068032256,0.670657809,0.003194562,0.249990535
0.037516116,0.600691204,0.003194562,0.124500729
0.032143665,0.329289416,0.05290194,0.124500729
0.115195825,0.446582469,0.003194562,0.50824389
0.101261159,0.149335699,0.003194562,0.431942946
0.07989904,0.0665495,0.534437374,0.177731084
0.155137794,0.212712806,0.003194562,0.726957806
0.108093698,0.6576793,0.003194562,0.469357526
0.058644844,0.104252923,0.330432671,0.142999792
0.049216572,0.545864228,0.003194562,0.146960834
0.021736746,0.245736949,0.32985765,0.124500729
0.116062328,0.399786718,0.003194562,0.512990516
0.119596292,0.47349769,0.003194562,0.532341416
0.052021937,0.712258617,0.003194562,0.162322297
0.11962827,0.241665318,0.003194562,0.532516516
0.113202113,0.336259247,0.003194562,0.49733091
0.094213883,0.115839825,0.150131616,0.342145115
0.076208074,0.363548906,0.003194562,0.294759309
0.046330375,0.391451815,0.003194562,0.131159256
0.114544948,0.237048247,0.003194562,0.504680372
0.119982466,0.364480575,0.003194562,0.534456812
0.11802384,0.437929147,0.003194562,0.523728396
0.057538288,0.110942664,0.272777224,0.147713291
0.118814841,0.320969255,0.003194562,0.528063301
0.023401577,0.36322459,0.28555547,0.124500729
0.030528132,0.511604739,0.09588796,0.124500729
0.245020939,0.344927311,0.003194562,1
0.039988826,0.38956489,0.003194562,0.124500729
0.117891711,0.305048322,0.003194562,0.523009067
0.207063132,0.336350645,0.003194562,1
0.024463055,0.231104432,0.257302768,0.124500729
0.051860716,0.709183519,0.003194562,0.161442066
0.114645322,0.53430681,0.003194562,0.505229333
0.114637772,0.465118562,0.003194562,0.505191474
0.117132022,0.378319994,0.003194562,0.518849263
0.034982783,0.564270596,0.003194562,0.124500729
0.118974728,0.575403456,0.003194562,0.5289388
0.113558529,0.701562109,0.003194562,0.499280671
0.054710716,0.447779487,0.003194562,0.177044882
0.111288567,0.64663489,0.003194562,0.486848581
0.060650548,0.501548016,0.003194562,0.209570863
0.118054707,0.366057927,0.003194562,0.523898764
0.038200747,0.382527248,0.003194562,0.124500729
0.005327817,0.441847465,0.766554218,0.124500729
0.055960728,0.443215486,0.003194562,0.183892706
0.046111862,0.54340238,0.003194562,0.129961951
0.12016345,0.355927496,0.003194562,0.535445889
0.101367307,0.187540042,0.003194562,0.432525035
0.228401491,0.377438446,0.003194562,1
0.025239399,0.397516511,0.236640343,0.124500729
0.114903363,0.553355912,0.003194562,0.50664433
0.775521978,0.415191695,0.003194562,1
0.118787082,0.328705649,0.003194562,0.527911863
0.12042682,0.579699159,0.003194562,0.53688928
0.070498082,0.086560639,0.434869279,0.171020501
0.076302897,0.067417486,0.550844642,0.163656842
0.117546397,0.310293384,0.003194562,0.521116096
0.110986112,0.658490088,0.003194562,0.485192231
0.12065244,0.355650354,0.003194562,0.538124444
0.048618991,0.501657104,0.003194562,0.143690726
0.033790509,0.466321477,0.009072555,0.124500729
0.115554906,0.257029018,0.003194562,0.510212581
0.027136068,0.237897364,0.186166271,0.124500729
0.097844224,0.140422925,0.003194562,0.413230924
0.115912655,0.272578463,0.003194562,0.512171806
0.073366513,0.436690852,0.003194562,0.279199084
0.075566303,0.344488011,0.003194562,0.291247847
0.05979426,0.333499619,0.003194562,0.204881027
0.113471035,0.460318696,0.003194562,0.498802696
0.030639831,0.430410928,0.092923407,0.124500729
0.115490951,0.344075246,0.003194562,0.509862381
0.026603997,0.484306235,0.200324567,0.124500729
0.038488767,0.612555248,0.003194562,0.124500729
0.11457093,0.480809526,0.003194562,0.504822345
0.104920147,0.235821746,0.003194562,0.451980048
0.11499752,0.780019878,0.003194562,0.507160164
0.029854382,0.268757439,0.11381584,0.124500729
0.080369598,0.116541525,0.174486953,0.272871827
0.043022919,0.369796398,0.003194562,0.124500729
0.113411077,0.717600975,0.003194562,0.498471426
0.034413849,0.575477164,0.003194562,0.124500729
0.110491571,0.32366402,0.003194562,0.482485282
0.060098935,0.104485841,0.32381354,0.150514888
0.113624483,0.361676722,0.003194562,0.499640335
0.105527055,0.242269724,0.003194562,0.455302213
0.056987119,0.101083478,0.364665593,0.130061332
0.114788555,0.374012497,0.003194562,0.506014917
0.094662235,0.134980324,0.035178512,0.384552407
0.112666711,0.989397838,0.003194562,0.494396805
0.117435364,0.540595579,0.003194562,0.520510345
0.072560856,0.076513351,0.503603465,0.163136275
0.070466326,0.527348773,0.003194562,0.263321786
0.02644211,0.292305678,0.204630836,0.124500729
0.116179135,0.331462329,0.003194562,0.513629394
0.11397557,0.702446605,0.003194562,0.501566434
0.118600324,0.368655398,0.003194562,0.526884926
0.780092104,0.395157855,0.003194562,1
0.117882828,0.374325019,0.003194562,0.522957011
0.113265402,0.706170335,0.003194562,0.497676378
0.115045042,0.434974929,0.003194562,0.507420448
0.115935306,0.406603236,0.003194562,0.512294849
0.048618991,0.505445696,0.003194562,0.143690726
0.115421222,0.235149529,0.003194562,0.509479054
0.025753704,0.458257819,0.222954842,0.124500729
0.114267587,0.260791076,0.003194562,0.503161262
0.024752629,0.2172886,0.249597485,0.124500729
0.082611803,0.129428636,0.079710701,0.308937664
0.057680188,0.390900479,0.003194562,0.193305507
0.491212611,0.187324814,0.003194562,1
0.02820776,0.762907823,0.157645225,0.124500729
0.0408651,0.397094901,0.003194562,0.124500729
0.112206367,0.725655788,0.003194562,0.49187442
0.117047858,0.374950063,0.003194562,0.518385485
0.039826717,0.626884088,0.003194562,0.124500729
0.114850734,0.37275946,0.003194562,0.506355651
0.041059408,0.515918132,0.003194562,0.124500729
0.09680562,0.109209051,0.182780035,0.341279081
0.085041209,0.077531111,0.428045695,0.22121737
0.114833635,0.240176416,0.003194562,0.506261003
0.03998394,0.616508946,0.003194562,0.124500729
0.026085472,0.462161396,0.214125073,0.124500729
0.116305268,0.247585546,0.003194562,0.514320329
0.047931252,0.450801516,0.003194562,0.139923713
0.104274156,0.129295962,0.059878862,0.423613872
0.024733309,0.734332696,0.250108615,0.124500729
0.114175874,0.689916241,0.003194562,0.502659625
0.115330175,0.361953864,0.003194562,0.508982149
0.116273735,0.235249771,0.003194562,0.514149961
0.102057267,0.171869716,0.003194562,0.436301512
0.090840028,0.105405717,0.222660942,0.303755655
0.041852185,0.645800515,0.003194562,0.124500729
0.112968721,0.495825325,0.003194562,0.496048422
0.111361627,0.360703776,0.003194562,0.487250838
0.032786991,0.539035917,0.03577909,0.124500729
0.034233087,0.375507295,0.003194562,0.124500729
0.045120558,0.66681025,0.003194562,0.124533856
0.114585142,0.357734817,0.003194562,0.504902796
0.205610818,0.328555284,0.003194562,1
0.112385575,0.621105379,0.003194562,0.492858765
0.054549496,0.593252591,0.003194562,0.176164651
0.111770229,0.385855902,0.003194562,0.489489276
0.060170218,0.101354724,0.351465665,0.145990687
0.033924637,0.468836395,0.005494646,0.124500729
0.069692425,0.511360028,0.003194562,0.25908153
0.070816081,0.079387669,0.490403537,0.160211634
0.115890448,0.238457545,0.003194562,0.512048763
0.041465123,0.392822784,0.003194562,0.124500729
0.115564011,0.233905337,0.003194562,0.510259905
0.11758326,0.230909843,0.003194562,0.52131959
0.044519202,0.563645552,0.003194562,0.124500729
0.112323174,0.462423797,0.003194562,0.492513298
0.027927512,0.389255316,0.165107721,0.124500729
0.027101647,0.323354446,0.187073526,0.124500729
0.168026083,0.139977728,0.003054001,0.796368334
0.030864562,0.343234974,0.086943188,0.124500729
0.117961217,0.485270336,0.003194562,0.523387662
0.413509364,0.379068867,0.003194562,1
0.060690298,0.09907862,0.369828005,0.144968482
0.12221823,0.359887091,0.003194562,0.546699604
0.114084605,0.304193308,0.003194562,0.50216272
0.059611499,0.268636558,0.003194562,0.203882484
0.031004242,0.523194588,0.083224718,0.124500729
0.07238076,0.074036761,0.523920877,0.158029985
0.11487294,0.501550964,0.003194562,0.506478695
0.113114397,0.701562109,0.003194562,0.496848203
0.096972836,0.158964915,0.003194562,0.408460636
0.1079327,0.236140164,0.003194562,0.468472561
0.025254277,0.633281944,0.236244218,0.124500729
0.117832641,0.366408777,0.003194562,0.52268253
0.413835801,0.385280979,0.003194562,1
0.08363242,0.077531111,0.435687086,0.214861718
0.023488183,0.419166032,0.283242608,0.124500729
0.026137213,0.454339501,0.212745023,0.124500729
0.096636627,0.392006099,0.003194562,0.406619721
0.113871643,0.284598767,0.003194562,0.50099381
0.037092192,0.379702756,0.003194562,0.124500729
0.113336463,0.700677613,0.003194562,0.498064437
0.116262854,0.347468763,0.003194562,0.51408844
0.066986546,0.086651742,0.450433183,0.154840328
0.076770569,0.412048785,0.003194562,0.29784012
0.117066512,0.346811288,0.003194562,0.518489598
0.24773681,0.319674942,0.003194562,1
0.230277952,0.319825306,0.003194562,1
0.066543968,0.085564402,0.4615247,0.150988131
0.051335529,0.62508856,0.003194562,0.158564749
0.082329112,0.08147567,0.415318562,0.216428152
0.109544013,0.318872998,0.003194562,0.477298541
0.03314585,0.34540199,0.02623374,0.124500729
0.08395486,0.080839422,0.41139564,0.222641831
0.060899706,0.08858643,0.461614148,0.129554962
0.117429368,0.404238683,0.003194562,0.520477218
0.068772404,0.076266577,0.526476526,0.145687811
0.076339538,0.374457693,0.003194562,0.295478638
0.110485575,0.65841638,0.003194562,0.482452155
0.05981358,0.103445084,0.333997802,0.147495599
0.058643068,0.385593501,0.003194562,0.198577432
0.076810985,0.370751654,0.003194562,0.298062544
0.115781858,0.401641212,0.003194562,0.511452477
0.104271713,0.115651132,0.129737535,0.392999792
0.090728551,0.100496763,0.253775972,0.293259129
0.065333484,0.084041299,0.480078714,0.142895678
0.035992519,0.302636595,0.003194562,0.124500729
0.113198338,0.983604387,0.003194562,0.497307248
0.130954321,0.172739471,0.003194562,0.594534992
0.164108388,0.37441052,0.003194562,0.776075681
0.114476774,0.236945056,0.003194562,0.50430651
0.110603492,0.403587104,0.003194562,0.483100498
0.059186908,0.104939882,0.322548493,0.146728945
0.069915824,0.674419866,0.003194562,0.260307229
0.117400056,0.239002984,0.003194562,0.520316316
0.113198782,0.694147082,0.003194562,0.497311981
0.078382104,0.07400492,0.489828516,0.184735079
0.022869506,0.210215578,0.299713767,0.124500729
0.115674156,0.505009345,0.003194562,0.510865656
0.121385481,0.353108901,0.003194562,0.542137543
0.112720673,0.383615178,0.003194562,0.494690215
0.057154779,0.416999016,0.003194562,0.19042819
0.108228492,0.656998238,0.003194562,0.470095784
0.037629592,0.501695432,0.003194562,0.124500729
0.030856346,0.801657605,0.087160418,0.124500729
0.114344644,0.322472898,0.003194562,0.503587181
0.055081567,0.501214856,0.003194562,0.179075094
0.086930328,0.088593801,0.345191546,0.251414996
0.042635191,0.667081495,0.003194562,0.124500729
0.121073478,0.585604646,0.003194562,0.540429137
0.034473363,0.476469598,0.003194562,0.124500729
0.07643436,0.068474459,0.542155435,0.16612717
0.112791068,0.694147082,0.003194562,0.495078274
0.041756474,0.519671345,0.003194562,0.124500729
0.077105889,0.385339946,0.003194562,0.299676302
0.031004242,0.519438427,0.083224718,0.124500729
0.117837304,0.379071815,0.003194562,0.522710924
0.112483728,0.623959353,0.003194562,0.49339353
0.058763428,0.610196591,0.003194562,0.19923524
0.068422427,0.089067891,0.424058882,0.165573476
0.171581366,0.136009288,0.000127782,0.802761845
0.032171867,0.545710915,0.052148023,0.124500729
0.118903223,0.140016057,0.00444683,0.527746228
0.119195462,0.306861539,0.003194562,0.53014557
0.045039281,0.568749095,0.003194562,0.124500729
0.118200161,0.305210479,0.003194562,0.524693812
0.113393978,0.483787331,0.003194562,0.498381509
0.041120698,0.520440857,0.003194562,0.124500729
0.104999647,0.239291919,0.003194562,0.452415432
0.116661241,0.737664299,0.003194562,0.516270089
0.115704135,0.283292661,0.003194562,0.511026558
0.032242706,0.557318455,0.050256843,0.124500729
0.114551832,0.590230562,0.003194562,0.504718231
0.110306589,0.28756183,0.003194562,0.481472542
0.120919808,0.354771754,0.003194562,0.539586764
0.113015799,0.263580187,0.003194562,0.496308706
0.028713849,0.480868493,0.144176953,0.124500729
0.113107068,0.674947616,0.003194562,0.496810343
0.038170768,0.605502864,0.003194562,0.124500729
0.009849532,0.611042759,0.646221473,0.124500729
0.070892916,0.082048234,0.46888497,0.165119163
0.121734791,0.357649316,0.003194562,0.544049444
0.060908589,0.093128909,0.421554346,0.136700929
0.118046713,0.372045967,0.003194562,0.523856172
0.001086127,0.469974447,0.879450024,0.124500729
0.108417249,0.299425873,0.003194562,0.471127454
0.107709079,0.200801589,0.003194562,0.467251595
0.11435175,0.743248419,0.003194562,0.50362504
0.116854439,0.3566233,0.003194562,0.517330153
0.118042716,0.80238584,0.003194562,0.52383251
0.002929056,0.467046764,0.830394337,0.124500729
0.488028179,0.377438446,0.003194562,1
0.113323361,0.705100094,0.003194562,0.49799345
0.052303961,0.109745645,0.297567022,0.119702046
0.073197298,0.070112546,0.549566817,0.154826131
0.113569855,0.446476329,0.003194562,0.499342192
0.108031075,0.360075784,0.003194562,0.469012058
0.101458798,0.037895654,0.548697897,0.209343707
0.060833309,0.302156019,0.003194562,0.210569406
0.121135212,0.568566299,0.003194562,0.540769871
0.103977919,0.124103968,0.086892075,0.410415129
0.229993707,0.162393813,0.003194562,1
0.066783355,0.480211017,0.003194562,0.243152176
0.022809326,0.196903909,0.301311048,0.124500729
0.030928739,0.275780339,0.085230903,0.124500729
0.06114731,0.511436684,0.003194562,0.21229201
0.113108845,0.607292495,0.003194562,0.496819808
0.066986546,0.085667003,0.458585704,0.153212372
0.11608187,0.378213854,0.003194562,0.513099362
0.112060247,0.351596413,0.003194562,0.49107464
0.063572497,0.095747018,0.388190345,0.153562572
0.115297309,0.393347586,0.003194562,0.508802317
0.054093594,0.485075747,0.003194562,0.173665928
0.117529076,0.23788557,0.003194562,0.521021447
0.024812365,0.283566855,0.248012983,0.124500729
0.062039795,0.099234881,0.363656112,0.151750052
0.121603772,0.352958537,0.003194562,0.543334848
0.105640975,0.126807579,0.071021493,0.425222897
0.103041688,0.225139979,0.003194562,0.441691749
0.113684441,0.705100094,0.003194562,0.499966873
0.029267905,0.488457471,0.129430857,0.124500729
0.035429803,0.488259933,0.003194562,0.124500729
0.092609453,0.086915027,0.330010989,0.274561304
0.040160261,0.418328709,0.003194562,0.124500729
0.029549707,0.405485823,0.121930026,0.124500729
0.094415297,0.115515509,0.151639449,0.342495315
0.116114958,0.35249565,0.003194562,0.513279194
0.113516115,0.598031819,0.003194562,0.499048782
0.122585528,0.526266739,0.003194562,0.548710886
0.058152079,0.208971387,0.003194562,0.195889413
0.112132641,0.690647425,0.003194562,0.491472164
0.026725911,0.412334772,0.197078893,0.124500729
0.058981941,0.327992155,0.003194562,0.200437276
0.11924676,0.562531086,0.003194562,0.530424783
0.117777124,0.699521871,0.003194562,0.522379654
0.060756918,0.426722579,0.003194562,0.210152952
0.11408194,0.236258097,0.003194562,0.502148523
0.118614093,0.3356401,0.003194562,0.526960645
0.030153728,0.81085047,0.105854992,0.124500729
0.075045113,0.101313447,0.301592169,0.218453632
0.11393471,0.482139219,0.003194562,0.501339277
0.113694656,0.368062785,0.003194562,0.500023662
0.094912504,0.074124327,0.394541133,0.258684006
0.044375969,0.610007899,0.003194562,0.124500729
0.067622544,0.66073376,0.003194562,0.247747364
0.089671071,0.106517234,0.219134146,0.300220531
0.057512972,0.098550871,0.385992486,0.128783577
0.068258764,0.082517312,0.478302538,0.153837053
0.062195464,0.092981493,0.417567533,0.142583338
0.048125338,0.522174469,0.003194562,0.14098851
0.12116719,0.590487066,0.003194562,0.540944971
0.028213534,0.483530827,0.157491886,0.124500729
0.092080491,0.125519162,0.094891257,0.351155659
0.097086089,0.146077804,0.003194562,0.409080584
0.076520522,0.741594411,0.003194562,0.296472448
0.029972077,0.295265793,0.11068517,0.124500729
0.041994973,0.649096738,0.003194562,0.124500729
0.040037902,0.505313022,0.003194562,0.124500729
0.068726436,0.077355391,0.517889545,0.147306302
0.030769962,0.528607706,0.089460502,0.124500729
0.030062903,0.272386822,0.108270081,0.124500729
0.07511684,0.075369992,0.498185489,0.172601132
0.113184125,0.703331101,0.003194562,0.497231529
0.115458307,0.355488196,0.003194562,0.509682549
0.098127137,0.142413041,0.003194562,0.41478316
0.113462375,0.702741437,0.003194562,0.498755371
0.067803306,0.253824193,0.003194562,0.248736442
0.114915577,0.344883086,0.003194562,0.506710584
0.048019412,0.695924919,0.003194562,0.140406421
