Left_Distance_Reading,Right_Distance_Reading,Left_Motor_Speed,Right_Motor_Speed
0.148303576,0.232400625,0,0.494737888
0.148074958,0.252885536,0,0.493729643
0.073560457,0.428547449,0,0.166176751
0.03426387,0.365571896,0.221687758,0.098911729
0.079786085,0.090622297,0.45124799,0.116704569
0.076733486,0.553430114,0,0.180126571
0.268213313,0.40087511,0,1
0.031733988,0.345548289,0.279144235,0.098911729
0.146878061,0.256623594,0,0.488469236
0.131447377,0.382277084,0,0.420639208
0.14660503,0.357205909,0,0.487271032
0.145301939,0.363792152,0,0.481543033
0.149159681,0.743454977,0,0.498498105
0.136625577,0.190725451,0,0.44340021
0.051073093,0.6254026,0,0.098911729
0.148466142,0.420973121,0,0.495449017
0.019296114,0.626405566,0.56168636,0.098911729
0.041171934,0.793165783,0.064755646,0.098911729
0.036431324,0.314834314,0.172453331,0.098911729
0.378268583,0.205002092,0,1
0.096340497,0.385527051,0,0.266314447
0.147385404,0.423743926,0,0.490700038
0.294460196,0.158115662,0,1
0.016462168,0.564358575,0.626050479,0.098911729
0.075594384,0.091562764,0.456575544,0.10218
0.150818083,0.437169386,0,0.505789614
0.034116678,0.423235003,0.225029714,0.098911729
0.041903339,0.541933207,0.048143746,0.098911729
0.140009572,0.302438606,0,0.458275473
0.155275982,0.235570235,0,0.525384631
0.052189988,0.6315573,0,0.098911729
0.080952233,0.083015827,0.518478641,0.108799346
0.04725891,0.587650006,0,0.098911729
0.147530319,0.385714549,0,0.491338106
0.052186856,0.637223909,0,0.098911729
0.152348938,0.734356855,0,0.512516116
0.07025134,0.485142115,0,0.151632699
0.132917874,0.108398903,0.167279592,0.359681804
0.094212048,0.090869319,0.399161015,0.172196994
0.047378201,0.593902919,0,0.098911729
0.156399425,0.449077003,0,0.530323569
0.146560616,0.708744019,0,0.487076202
0.152301108,0.358908273,0,0.512306674
0.094769499,0.32578956,0,0.259407727
0.146611009,0.705767858,0,0.487295386
0.153794097,0.261593781,0,0.518872441
0.044983554,0.477302908,0,0.098911729
0.071951878,0.413809503,0,0.159109296
0.13658458,0.288126251,0,0.443219993
0.030559583,0.210903818,0.305823953,0.098911729
0.051779729,0.387443698,0,0.098911729
0.156311452,0.357417217,0,0.52993878
0.156279849,0.481454652,0,0.529797528
0.0929249,0.067165392,0.604796197,0.125398853
0.142945157,0.946982679,0,0.471182954
0.073253831,0.102229323,0.358372369,0.109583536
0.12890753,0.096809735,0.244466196,0.317837213
0.063879659,0.565391303,0,0.123621031
0.071853655,0.105446552,0.329637139,0.108935727
0.118891066,0.104163827,0.225882682,0.294243312
0.131020605,0.14472294,0,0.41876397
0.148945584,0.416220193,0,0.497558051
0.065003102,0.637206052,0,0.128559968
0.144300065,0.708446403,0,0.477139878
0.099946846,0.073717706,0.516325246,0.162314248
0.130140584,0.187799885,0,0.414896596
0.067307783,0.400887015,0,0.138691123
0.044016414,0.369750425,0.000139831,0.098911729
0.143097759,0.647807135,0,0.471850246
0.151503936,0.366955811,0,0.508804607
0.09415767,0.412824394,0,0.256719074
0.079140945,0.084228612,0.514241767,0.103996789
0.090183483,0.689419809,0,0.239252574
0.059694222,0.42521415,0,0.105224218
0.073050267,0.094598448,0.43499965,0.097085199
0.076369349,0.231677418,0,0.178524095
0.142342438,0.651405313,0,0.468533267
0.06516396,0.551968819,0,0.129266227
0.036032168,0.260055107,0.181514368,0.098911729
0.070992425,0.592980309,0,0.154891229
0.132231167,0.197933711,0,0.424082826
0.089115558,0.532671396,0,0.234557174
0.031374976,0.271257374,0.287310354,0.098911729
0.053600412,0.342411416,0,0.098911729
0.12966769,0.12019045,0.105152765,0.372857176
0.144763563,0.705172626,0,0.47917585
0.090583777,0.511939463,0,0.241010914
0.093231527,0.079261103,0.500929875,0.147872482
0.058666724,0.376175955,0,0.100709035
0.146275912,0.70487501,0,0.48582442
0.154344145,0.225769739,0,0.521288332
0.035098054,0.684961521,0.202740684,0.098911729
0.003741014,0.451109721,0.91502482,0.098911729
0.039771474,0.441529461,0.096581137,0.098911729
0.12673723,0.128803459,0.056491645,0.379559324
0.075917239,0.234897623,0,0.17653683
0.03986201,0.520734016,0.094511641,0.098911729
0.07085235,0.444990735,0,0.154272644
0.151678175,0.384107423,0,0.509569314
0.140001885,0.664884343,0,0.458241378
0.143426023,0.975229417,0,0.473296858
0.092403607,0.076223336,0.530378242,0.139480184
0.130786578,0.158437087,0,0.417736242
0.048671897,0.514960265,0,0.098911729
0.12673723,0.124243981,0.084290009,0.369530455
0.116058828,0.095518081,0.292036636,0.265189304
0.085498106,0.080527161,0.522687548,0.121550963
0.076120518,0.624235945,0,0.177433048
0.067373549,0.112821477,0.263553101,0.101843919
0.096652248,0.338491813,0,0.267683127
0.146851299,0.375908101,0,0.488352338
0.091296107,0.285587586,0,0.244142804
0.144132943,0.633220973,0,0.476404395
0.115428208,0.078152781,0.413269943,0.227255923
0.263387576,0.171050055,0,1
0.046376327,0.502243132,0,0.098911729
0.046466294,0.492897989,0,0.098911729
0.151131827,0.666955751,0,0.507168035
0.086975436,0.661726637,0,0.22514689
0.132023618,0.207067548,0,0.423171996
0.073321021,0.102148966,0.358973642,0.109729659
0.03375368,0.307759981,0.233265748,0.098911729
0.145243574,0.705767858,0,0.481284884
0.138750325,0.27102821,0,0.452742304
0.044528597,0.297712464,0,0.098911729
0.091153471,0.449243668,0,0.243514478
0.077236558,0.089544927,0.470460743,0.105277796
0.034118671,0.403669725,0.224987765,0.098911729
0.106748999,0.086763705,0.38670209,0.212122511
0.142933769,0.959048033,0,0.471129375
0.140010426,0.122443404,0.080067119,0.421379561
0.040303016,0.4329105,0.084499755,0.098911729
0.067582238,0.108577473,0.30730616,0.096461743
0.077521547,0.511037686,0,0.183589673
0.157032607,0.356253538,0,0.533109636
0.034433839,0.424410586,0.217814445,0.098911729
0.031625516,0.257537275,0.281619241,0.098911729
0.104703115,0.072125163,0.506131581,0.176449157
0.036382354,0.300078511,0.173557995,0.098911729
0.037458252,0.320343187,0.14911557,0.098911729
0.033894893,0.428961136,0.230063623,0.098911729
0.149091637,0.356369608,0,0.498200989
0.074442186,0.404776856,0,0.170053866
0.152204878,0.484228433,0,0.511882919
0.08815582,0.668687876,0,0.230334236
0.047156701,0.374556924,0,0.098911729
0.153410885,0.316483107,0,0.517187163
0.038644899,0.290587536,0.122170174,0.098911729
0.137341608,0.188213572,0,0.446546713
0.059361687,0.542400464,0,0.103762993
0.126641284,0.029414583,0.657176816,0.162864642
0.15576909,0.357185076,0,0.527552113
0.101403677,0.073717706,0.50948752,0.167574655
0.097720174,0.070340657,0.554219395,0.148116019
0.045261141,0.58825119,0,0.098911729
0.146008005,0.703684546,0,0.484645699
0.106674692,0.126452292,0.087911627,0.289051096
0.032379982,0.452047211,0.264475984,0.098911729
0.051807345,0.624066304,0,0.098911729
0.055858686,0.349036349,0,0.098911729
0.147021552,0.613375936,0,0.489102433
0.039781723,0.442270525,0.096343424,0.098911729
0.118279236,0.086464304,0.345493952,0.254960734
0.145861667,0.382000301,0,0.484002761
0.089887391,0.076528095,0.539075718,0.130844349
0.125073988,0.112443505,0.15923932,0.336833128
0.006734679,0.579769133,0.8470251,0.098911729
0.150941076,0.50043065,0,0.506330267
0.154259588,0.31734917,0,0.520918155
0.145746362,0.583855401,0,0.483496203
0.146560616,0.707553555,0,0.487076202
0.033079216,0.403011993,0.248591205,0.098911729
0.151756184,0.365577848,0,0.509915137
0.099099281,0.096366287,0.337943089,0.201026948
0.049389352,0.610950365,0,0.098911729
0.037682314,0.735889577,0.144025729,0.098911729
0.100492054,0.073923061,0.512130322,0.164661948
0.143413496,0.953512375,0,0.473238409
0.061575263,0.531942236,0,0.113494747
0.044153641,0.290495275,0,0.098911729
0.060680437,0.471231541,0,0.109559183
0.145991208,0.706065474,0,0.484572638
0.045104838,0.372298018,0,0.098911729
0.061947371,0.69403881,0,0.115126447
0.088036529,0.667470627,0,0.229813066
0.131244952,0.145690192,0,0.419747861
0.145132824,0.970077684,0,0.480797809
0.052599962,0.637676285,0,0.098911729
0.041896506,0.280423948,0.04829756,0.098911729
0.362188487,0.402145931,0,1
0.075005331,0.386193711,0,0.172528205
0.154092182,0.415550557,0,0.520182673
0.134104806,0.121666626,0.091141719,0.394775539
0.061180947,0.478945749,0,0.111760761
0.138414659,0.23048993,0,0.451266467
0.145784512,0.37797058,0,0.483661808
0.084982791,0.088044942,0.456645459,0.13222277
0.153476367,0.358366612,0,0.517474537
0.054910337,0.656908234,0,0.098911729
0.138308749,0.269397274,0,0.450798876
0.127909357,0.137568251,0.002922464,0.404010476
0.144937802,0.70583631,0,0.479940557
0.145796755,0.862605557,0,0.483715387
0.145988361,0.233847038,0,0.484558026
0.150342912,0.314212297,0,0.503700063
0.09986058,0.065274637,0.584003356,0.146401516
0.147376294,0.642372666,0,0.490661072
0.054278009,0.645039306,0,0.098911729
0.088531629,0.085131877,0.469370062,0.140654034
0.06439355,0.551168232,0,0.125881057
0.070842101,0.11019948,0.283786618,0.112062747
0.062827392,0.59162318,0,0.118998691
0.053367524,0.351015496,0,0.098911729
0.151299803,0.507272843,0,0.507908389
0.153783278,0.229617915,0,0.518823734
0.14867967,0.243602892,0,0.496389071
0.156838154,0.512841239,0,0.532252385
0.146525028,0.370848628,0,0.486920338
0.136197382,0.288495295,0,0.441520102
0.099010169,0.071764155,0.536418933,0.155339338
0.035782767,0.380077702,0.187177515,0.098911729
0.071056768,0.452157329,0,0.155173732
0.146413994,0.704279778,0,0.486428393
0.147348108,0.477421955,0,0.490534433
0.077700626,0.094035953,0.425630987,0.11416691
0.087214018,0.074476627,0.569335105,0.11762027
0.102240138,0.066630278,0.560819409,0.157292507
0.007205295,0.596840389,0.836328043,0.098911729
0.062225527,0.502784793,0,0.116353875
0.126824919,0.273153188,0,0.400318449
0.125594712,0.273269259,0,0.39491192
0.146326589,0.708744019,0,0.486043604
0.047093497,0.38208661,0,0.098911729
0.050866682,0.331724024,0,0.098911729
0.139416533,0.324721119,0,0.455669623
0.149085943,0.404226267,0,0.498176636
0.132112161,0.11921427,0.107515906,0.380864684
0.03219407,0.230430406,0.268698874,0.098911729
0.098346239,0.388794875,0,0.2751305
0.145706504,0.70636309,0,0.483320856
0.103065211,0.065535051,0.56500035,0.158140017
0.071939921,0.454520401,0,0.159055718
0.057841651,0.419863013,0,0.098911729
0.075301993,0.401068561,0,0.173833566
0.039046617,0.442270525,0.113039223,0.098911729
0.156196146,0.364670119,0,0.529432222
0.049683167,0.519213198,0,0.098911729
0.154733051,0.213231176,0,0.522997965
0.031384372,0.256968828,0.287086625,0.098911729
0.146722328,0.745895428,0,0.487787331
0.060077149,0.060283021,0.849136545,0
0.030014659,0.210865128,0.318212962,0.098911729
0.153007744,0.306149878,0,0.515414211
0.146935856,0.409321453,0,0.488722515
0.151512477,0.79036224,0,0.508843573
0.147732174,0.629590058,0,0.492224582
0.144725413,1,0,0.479005374
0.152942831,0.3934109,0,0.515131707
0,0.463189956,1,0.098911729
0.152046582,0.332604968,0,0.511191273
0.038095989,0.504403824,0.134629099,0.098911729
0.098101962,0.384625275,0,0.274058935
0.045202776,0.299852323,0,0.098911729
0.071018333,0.488969457,0,0.155003256
0.053896505,0.634747744,0,0.098911729
0.032365178,0.44104137,0.264811578,0.098911729
0.091969148,0.692273947,0,0.247099348
0.075586697,0.611396789,0,0.175085348
0.151565432,0.371137316,0,0.509077368
0.149557982,0.478401111,0,0.500251574
0.02510949,0.559706836,0.429630148,0.098911729
0.041091932,0.547254581,0.066573446,0.098911729
0.035018052,0.481910004,0.204558484,0.098911729
0.042075016,0.287950658,0.044242467,0.098911729
0.042218222,0.55806102,0.040998392,0.098911729
0.007452988,0.588569639,0.830706845,0.098911729
0.148014316,0.23268336,0,0.493466623
0.150724131,0.388529997,0,0.5053756
0.159655872,0.18714513,0,0.544638695
0.150136501,0.351801202,0,0.502794104
0.143780764,0.461463783,0,0.474855497
0.048949199,0.501109215,0,0.098911729
0.045384418,0.573581696,0,0.098911729
0.155162101,0.220615029,0,0.524882944
0.151019085,0.519728074,0,0.506671219
0.040247499,0.450255563,0.085758233,0.098911729
0.039585277,0.509025802,0.100804027,0.098911729
0.043103652,0.46338043,0.020876739,0.098911729
0.141740289,0.374607519,0,0.46588358
0.149393423,0.268218714,0,0.499525833
0.043091694,0.723791485,0.021156401,0.098911729
0.155020887,0.215573414,0,0.524264359
0.129230385,0.172305995,0,0.410892842
0.147490745,0.323649701,0,0.491162759
0.150927125,0.421732042,0,0.506266947
0.146531861,0.480005262,0,0.486949563
0.150688258,0.235787495,0,0.505219736
0.14728889,0.708446403,0,0.490276283
0.187213819,0.127544543,0.017534783,0.634830325
0.090302774,0.074076334,0.558470251,0.128106989
0.14612388,0.759002439,0,0.485152257
0.039263277,0.309179609,0.108117178,0.098911729
0.036695529,0.264709821,0.16645459,0.098911729
0.060639155,0.444005626,0,0.109378965
0.158593925,0.208180632,0,0.539972519
0.050503115,0.625857953,0,0.098911729
0.076133899,0.096699617,0.404726281,0.112301414
0.140209719,0.312393863,0,0.459157078
0.163042429,0.380988407,0,0.559523699
0.097990074,0.098660906,0.322617633,0.200924663
0.998220599,0.395479331,0,1
0.135436083,0.255507534,0,0.438173898
0.039377158,0.444648477,0.105530308,0.098911729
0.140832652,0.205195543,0,0.461894438
0.111059706,0.078735215,0.42818989,0.212405014
0.996065387,0.402830448,0,1
0.146889165,0.340688219,0,0.488517944
0.263353412,0.166169152,0,1
0.073092403,0.601176655,0,0.164121295
0.146559477,0.460448912,0,0.487071332
0.034265578,0.489064694,0.221645809,0.098911729
0.125185876,0.14086286,0,0.393114614
0.074561762,0.418857071,0,0.170579906
0.07816868,0.095845459,0.406753828,0.11885744
0.504472276,0.213778789,0,1
0.0290367,0.18929987,0.340418094,0.098911729
0.109446857,0.078988189,0.433335664,0.206979002
0.260492134,0.140095011,0,0.987891322
0.048419649,0.497109255,0,0.098911729
0.041273288,0.458091793,0.06246242,0.098911729
0.142752697,0.244367765,0,0.470335444
0.157224498,0.361658245,0,0.533952275
0.049194614,0.518120948,0,0.098911729
0.145706504,0.704577394,0,0.483320856
0.039480506,0.271563919,0.103181151,0.098911729
0.142342154,0.932057235,0,0.468528396
0.140539406,0.354595817,0,0.460608561
0.145686574,0.597301694,0,0.483233183
0.998397115,0.382937792,0,1
0.132740788,0.217993032,0,0.42632337
0.265910056,0.354670221,0,1
0.088181158,0.262816983,0,0.230446263
0.042933399,0.454570995,0.024750052,0.098911729
0.133352617,0.356750557,0,0.429016893
0.148035954,0.399267984,0,0.493559167
0.076077243,0.352646432,0,0.177243089
0.09468665,0.071313862,0.561071104,0.139027205
0.036801439,0.700006012,0.164035517,0.098911729
0.128619409,0.129484999,0.051150108,0.389135213
0.091033895,0.449243668,0,0.242988437
0.145713621,0.638048305,0,0.483350081
0.13939034,0.187061798,0,0.455552725
0.149071138,0.368970671,0,0.498108445
0.056968464,0.357021387,0,0.098911729
0.010595838,0.608742054,0.759309236,0.098911729
0.997938741,0.390250218,0,1
0.152244736,0.558010425,0,0.512063137
0.146054412,0.358033282,0,0.484850271
0.042713322,0.561715745,0.029755995,0.098911729
0.136026559,0.197156934,0,0.440770007
0.037941679,0.48571949,0.138138852,0.098911729
0.036018502,0.459428089,0.181821995,0.098911729
0.078072165,0.091711572,0.446717472,0.111902012
0.118779462,0,0.911067608,0.078308467
0.146577129,0.704577394,0,0.487149264
0.096877449,0.06739783,0.582465217,0.1397773
0.054009248,0.649155336,0,0.098911729
0.093461283,0.293194652,0,0.253660245
0.090046256,0.280542995,0,0.238648601
0.117938445,0.09148836,0.313179053,0.264098257
0.096340497,0.381253285,0,0.266314447
0.077280118,0.4221368,0,0.18252785
0.072010812,0.439071152,0,0.159367446
0.150247251,0.741931183,0,0.503281179
0.063977028,0.601712364,0,0.124049656
0.144079134,0.949107658,0,0.476165728
0.148979463,0.85676633,0,0.497709044
0.077760414,0.544242707,0,0.184641754
0.351620266,0.393559708,0,1
0.082129485,0.087323521,0.473760749,0.120240732
0.082618892,0.081136381,0.529161714,0.111916624
0.147755805,0.315087288,0,0.492326868
0.04997385,0.622084181,0,0.098911729
0.149498479,0.246823098,0,0.499988554
0.078568974,0.425568313,0,0.188192529
0.080823547,0.095711531,0.39981822,0.128939887
0.034928085,0.464041138,0.206586031,0.098911729
0.04179686,0.289322668,0.050562819,0.098911729
0.141248605,0.662714723,0,0.463720969
0.051655313,0.417127922,0,0.098911729
0.148234108,0.257608703,0,0.494431031
0.052253477,0.523016731,0,0.098911729
0.152046582,0.33423888,0,0.511191273
0.065401403,0.570153159,0,0.130313437
0.090992328,0.079068843,0.512200238,0.139304837
0.136816044,0.279215627,0,0.444237979
0.151549489,0.367765326,0,0.509004307
0.063962508,0.387821671,0,0.123986337
0.063214305,0.597843355,0,0.120698582
0.049355757,0.611393813,0,0.098911729
0.148357954,0.675419951,0,0.494976555
0.093126471,0.071513562,0.566985947,0.133791151
0.035111435,0.259971774,0.202433056,0.098911729
0.142677535,0.937143493,0,0.470004233
0.146861549,0.352176198,0,0.488396175
0.147988123,0.42885697,0,0.493349725
0.14569056,0.587977384,0,0.483247795
0.109613124,0.083730105,0.398084318,0.216934809
0.117264266,0.104762035,0.225868699,0.289007259
0.146883471,0.600239164,0,0.48849359
0.074146094,0.217073399,0,0.168753376
0.353470844,0.147574102,0,1
0.15592767,0.212618087,0,0.52824863
0.146766173,0.264135422,0,0.487977291
0.148829709,0.710788641,0,0.497051493
0.147026677,0.456972757,0,0.489121916
0.117559504,0.102756103,0.238663218,0.286021491
0.113628593,0.09346453,0.313990072,0.251614531
0.115971708,0.081881017,0.385471579,0.23688052
0.052396968,0.528275607,0,0.098911729
0.099173874,0.387348461,0,0.278768948
0.081689048,0.08383308,0.507907432,0.112881032
0.111477937,0.135356964,0.019492414,0.327417973
0.120620074,0.119613075,0.120757883,0.33384736
0.048806847,0.378925928,0,0.098911729
0.059519414,0.431184327,0,0.104454639
0.16835017,0.309578415,0,0.58285945
0.158365023,0.371643263,0,0.538964275
0.047250084,0.681235368,0,0.098911729
0.062413147,0.532608896,0,0.117177032
0.058235113,0.674256272,0,0.098911729
0.155523675,0.436743795,0,0.526475678
0.164525454,0.242590998,0,0.56604563
0.037797904,0.431279564,0.14139691,0.098911729
0.151213253,0.232433362,0,0.5075236
0.147089597,0.239141628,0,0.489399549
0.148330053,0.349688128,0,0.494849915
0.058183581,0.455237655,0,0.098911729
0.024679871,0.430883735,0.439390338,0.098911729
0.14712974,0.705767858,0,0.489574896
0.016066429,0.616968162,0.6350416,0.098911729
0.039718803,0.681095489,0.097769699,0.098911729
0.144350742,0.246552267,0,0.477359061
0.041664757,0.551058114,0.053569181,0.098911729
0.051485629,0.568727578,0,0.098911729
0.03575145,0.260055107,0.187890652,0.098911729
0.035700488,0.422160609,0.189051248,0.098911729
0.050753655,0.572635277,0,0.098911729
0.147107248,0.390146052,0,0.489477481
0.147809329,0.262668175,0,0.492565535
0.223110468,0.311837321,0,0.823571787
0.151020793,0.666955751,0,0.506680961
0.136563512,0.289263144,0,0.443127448
0.031432771,0.436958078,0.285995945,0.098911729
0.050865828,0.387443698,0,0.098911729
0.151604721,0.80635315,0,0.509247845
0.078440288,0.453121605,0,0.187627522
0.099325906,0.066465994,0.57730546,0.146718115
